EmailID,RecipientEmail,CampaignID,SendTime,OpenTime,ClickTime,Conversion,Unsubscribe
EMAIL1479,user155@yahoo.com,CAMP101,2024-01-01 22:47:22,,,,No
EMAIL1654,user155@yahoo.com,CAMP103,2024-01-17 07:51:54,,,,No
EMAIL1818,user156@yahoo.com,CAMP102,2024-01-28 11:45:15,,,Yes,No
EMAIL1464,user157@gmail.com,CAMP101,2024-01-10 18:30:09,2024-01-10 18:30:09,2024-01-10 18:30:09,Yes,Yes
EMAIL1188,user157@outlook.com,CAMP103,2024-01-19 12:44:40,2024-01-19 12:44:40,2024-01-19 12:44:40,,Yes
EMAIL1706,user157@yahoo.com,CAMP101,2024-01-21 14:06:47,2024-01-21 14:06:47,2024-01-21 14:06:47,No,Yes
EMAIL1598,user158@company.com,CAMP101,2024-01-02 16:39:57,,,Yes,Yes
EMAIL1553,user158@company.com,CAMP103,2024-01-01 07:18:18,2024-01-01 07:18:18,2024-01-01 07:18:18,,No
EMAIL1640,user158@gmail.com,CAMP103,2024-01-24 14:01:14,,,Yes,Yes
EMAIL1370,user158@yahoo.com,CAMP102,2024-01-19 00:38:27,,,No,No
EMAIL1159,user159@company.com,CAMP103,2024-01-21 17:33:07,2024-01-21 17:33:07,2024-01-21 17:33:07,No,No
EMAIL1461,user159@gmail.com,CAMP101,2024-01-24 02:12:41,2024-01-24 02:12:41,2024-01-24 02:12:41,Yes,Yes
EMAIL1594,user159@gmail.com,CAMP103,2024-01-11 12:24:36,,,No,No
EMAIL1450,user15@company.com,CAMP103,2024-01-20 18:33:50,,,Yes,No
EMAIL1392,user160@company.com,CAMP101,2024-01-09 13:30:22,,,Yes,Yes
EMAIL1311,user160@company.com,CAMP103,2024-01-24 16:30:32,,,No,No
EMAIL1844,user160@gmail.com,CAMP101,2024-01-12 09:51:31,,,Yes,No
EMAIL1128,user160@yahoo.com,CAMP101,2024-01-22 16:21:34,,,Yes,No
EMAIL1923,user160@yahoo.com,CAMP103,2024-01-15 22:30:45,,,Yes,Yes
EMAIL1605,user161@gmail.com,CAMP101,2024-01-03 17:25:18,,,Yes,No
EMAIL1420,user161@gmail.com,CAMP101,2024-01-04 10:10:57,,,Yes,Yes
EMAIL1042,user161@outlook.com,CAMP102,2024-01-25 03:32:03,,,Yes,No
EMAIL1798,user161@yahoo.com,CAMP101,2024-01-09 01:18:06,,,Yes,Yes
EMAIL1114,user162@gmail.com,CAMP102,2024-01-23 09:38:11,2024-01-23 09:38:11,2024-01-23 09:38:11,,No
EMAIL1501,user162@gmail.com,CAMP103,2024-01-03 08:26:27,,,,Yes
EMAIL1760,user162@gmail.com,CAMP103,2024-01-14 11:57:34,,,,Yes
EMAIL1349,user163@gmail.com,CAMP102,2024-01-13 19:18:46,,,Yes,No
EMAIL1284,user163@gmail.com,CAMP103,2024-01-12 04:26:51,,,No,No
EMAIL1815,user163@outlook.com,CAMP102,2024-01-20 14:56:21,,,,Yes
EMAIL1900,user163@yahoo.com,CAMP101,2024-01-12 03:55:35,,,No,No
EMAIL1523,user163@yahoo.com,CAMP103,2024-01-11 16:05:49,,,Yes,Yes
EMAIL1190,user163@yahoo.com,CAMP103,2024-01-20 09:57:39,,,No,No
EMAIL1896,user164@company.com,CAMP101,2024-01-17 17:54:46,,,,No
EMAIL1050,user164@gmail.com,CAMP101,2024-01-20 04:33:57,,,Yes,Yes
EMAIL1135,user164@gmail.com,CAMP102,2024-01-23 20:03:28,,,Yes,No
EMAIL1882,user164@gmail.com,CAMP103,2024-01-25 08:43:53,,,Yes,No
EMAIL1184,user164@yahoo.com,CAMP101,2024-01-18 21:11:26,,,No,Yes
EMAIL1010,user165@company.com,CAMP101,2024-01-16 06:18:42,2024-01-16 06:18:42,,Yes,Yes
EMAIL1216,user165@gmail.com,CAMP101,2024-01-05 06:31:36,,,Yes,No
EMAIL1631,user165@gmail.com,CAMP101,2024-01-13 11:13:42,,,No,No
EMAIL1666,user165@gmail.com,CAMP102,2024-01-09 19:19:41,,,No,No
EMAIL1013,user165@gmail.com,CAMP102,2024-01-13 00:18:43,,,No,No
EMAIL1972,user165@outlook.com,CAMP101,2024-01-21 08:39:49,2024-01-21 08:39:49,2024-01-21 08:39:49,,Yes
EMAIL1874,user165@yahoo.com,CAMP103,2024-01-24 11:34:23,2024-01-24 11:34:23,2024-01-24 11:34:23,Yes,No
EMAIL1932,user166@outlook.com,CAMP101,2024-01-10 04:23:52,,,Yes,No
EMAIL1727,user166@outlook.com,CAMP102,2024-01-17 10:39:55,2024-01-17 10:39:55,,Yes,No
EMAIL1862,user166@outlook.com,CAMP103,2024-01-19 04:59:51,,,,Yes
EMAIL1162,user167@company.com,CAMP102,2024-01-24 15:52:19,2024-01-24 15:52:19,,Yes,Yes
EMAIL1335,user167@gmail.com,CAMP101,2024-01-01 08:43:55,,,No,Yes
EMAIL1650,user167@outlook.com,CAMP102,2024-01-04 09:39:04,,,No,Yes
EMAIL1943,user167@outlook.com,CAMP103,2024-01-09 17:48:15,,,No,Yes
EMAIL1211,user167@yahoo.com,CAMP101,2024-01-01 07:24:47,,,No,No
EMAIL1852,user167@yahoo.com,CAMP102,2024-01-24 18:29:54,,,,Yes
EMAIL1846,user168@company.com,CAMP103,2024-01-23 20:04:25,,,No,No
EMAIL1205,user168@gmail.com,CAMP103,2024-01-15 22:01:07,,,Yes,Yes
EMAIL1864,user168@outlook.com,CAMP102,2024-01-28 05:04:41,,,,Yes
EMAIL1140,user168@yahoo.com,CAMP102,2024-01-23 03:19:38,,,Yes,No
EMAIL1027,user169@outlook.com,CAMP101,2024-01-23 01:43:53,,,,No
EMAIL1127,user16@company.com,CAMP102,2024-01-12 14:07:40,2024-01-12 14:07:40,2024-01-12 14:07:40,No,No
EMAIL1543,user16@company.com,CAMP102,2024-01-20 05:52:42,,,,Yes
EMAIL1014,user16@company.com,CAMP102,2024-01-24 18:57:43,,,Yes,Yes
EMAIL1555,user16@company.com,CAMP103,2024-01-19 21:46:07,,,Yes,No
EMAIL1217,user16@gmail.com,CAMP101,2024-01-08 20:17:45,,,No,No
EMAIL1177,user16@gmail.com,CAMP101,2024-01-10 17:05:35,2024-01-10 17:05:35,2024-01-10 17:05:35,No,Yes
EMAIL1617,user16@gmail.com,CAMP101,2024-01-15 04:30:00,,,Yes,Yes
EMAIL1001,user16@gmail.com,CAMP103,2024-01-02 18:33:49,2024-01-02 18:33:49,,,No
EMAIL1669,user16@outlook.com,CAMP101,2024-01-12 22:47:50,2024-01-12 22:47:50,2024-01-12 22:47:50,No,No
EMAIL1158,user16@outlook.com,CAMP103,2024-01-22 17:22:47,,,Yes,Yes
EMAIL1702,user16@yahoo.com,CAMP102,2024-01-10 21:24:37,2024-01-10 21:24:37,,,No
EMAIL1556,user170@company.com,CAMP103,2024-01-24 22:43:09,2024-01-24 22:43:09,,Yes,No
EMAIL1510,user170@gmail.com,CAMP101,2024-01-10 23:06:36,,,Yes,Yes
EMAIL1560,user170@gmail.com,CAMP103,2024-01-13 13:01:02,,,No,No
EMAIL1037,user171@company.com,CAMP103,2024-01-16 05:35:47,2024-01-16 05:35:47,,Yes,No
EMAIL1354,user171@gmail.com,CAMP101,2024-01-21 10:30:29,2024-01-21 10:30:29,2024-01-21 10:30:29,Yes,Yes
EMAIL1430,user171@gmail.com,CAMP102,2024-01-06 05:21:09,,,Yes,No
EMAIL1585,user171@outlook.com,CAMP103,2024-01-19 22:14:23,,,Yes,Yes
EMAIL1805,user172@company.com,CAMP101,2024-01-06 14:16:45,,,No,No
EMAIL1334,user172@company.com,CAMP101,2024-01-20 12:52:49,2024-01-20 12:52:49,,,Yes
EMAIL1248,user172@company.com,CAMP103,2024-01-12 14:33:03,,,,Yes
EMAIL1615,user172@gmail.com,CAMP101,2024-01-28 12:59:05,2024-01-28 12:59:05,,,No
EMAIL1396,user172@outlook.com,CAMP102,2024-01-26 08:25:10,2024-01-26 08:25:10,2024-01-26 08:25:10,Yes,No
EMAIL1832,user172@yahoo.com,CAMP101,2024-01-15 05:18:44,,,Yes,Yes
EMAIL1462,user172@yahoo.com,CAMP103,2024-01-03 05:08:12,,,Yes,Yes
EMAIL1876,user173@company.com,CAMP102,2024-01-25 18:09:37,,,,No
EMAIL1193,user173@outlook.com,CAMP101,2024-01-03 20:05:31,2024-01-03 20:05:31,,No,No
EMAIL1361,user173@outlook.com,CAMP101,2024-01-13 09:02:06,2024-01-13 09:02:06,,,Yes
EMAIL1270,user174@company.com,CAMP101,2024-01-29 18:02:05,,,Yes,Yes
EMAIL1859,user174@company.com,CAMP102,2024-01-24 18:30:37,,,Yes,Yes
EMAIL1854,user174@gmail.com,CAMP103,2024-01-21 04:26:15,,,No,No
EMAIL1186,user174@outlook.com,CAMP101,2024-01-16 11:49:46,2024-01-16 11:49:46,,,No
EMAIL1602,user174@yahoo.com,CAMP102,2024-01-20 18:51:09,2024-01-20 18:51:09,2024-01-20 18:51:09,,No
EMAIL1951,user174@yahoo.com,CAMP103,2024-01-30 09:33:01,,,,No
EMAIL1998,user175@company.com,CAMP103,2024-01-20 02:35:45,2024-01-20 02:35:45,2024-01-20 02:35:45,No,Yes
EMAIL1957,user175@gmail.com,CAMP101,2024-01-15 09:04:32,,,Yes,No
EMAIL1066,user175@outlook.com,CAMP101,2024-01-21 10:21:18,2024-01-21 10:21:18,2024-01-21 10:21:18,No,Yes
EMAIL1626,user176@company.com,CAMP103,2024-01-05 06:36:36,2024-01-05 06:36:36,2024-01-05 06:36:36,Yes,Yes
EMAIL1181,user176@gmail.com,CAMP101,2024-01-01 16:50:04,2024-01-01 16:50:04,2024-01-01 16:50:04,No,Yes
EMAIL1568,user176@outlook.com,CAMP101,2024-01-16 19:49:06,,,Yes,No
EMAIL1085,user176@outlook.com,CAMP102,2024-01-05 21:47:57,,,Yes,No
EMAIL1813,user176@outlook.com,CAMP102,2024-01-13 18:29:37,2024-01-13 18:29:37,2024-01-13 18:29:37,No,Yes
EMAIL1436,user176@yahoo.com,CAMP102,2024-01-24 21:36:02,2024-01-24 21:36:02,2024-01-24 21:36:02,No,Yes
EMAIL1155,user177@company.com,CAMP102,2024-01-07 07:59:57,,,Yes,Yes
EMAIL1922,user177@gmail.com,CAMP103,2024-01-05 06:19:07,2024-01-05 06:19:07,2024-01-05 06:19:07,Yes,No
EMAIL1559,user177@outlook.com,CAMP102,2024-01-12 04:51:47,,,No,No
EMAIL1003,user177@yahoo.com,CAMP101,2024-01-05 05:23:45,,,No,No
EMAIL1350,user177@yahoo.com,CAMP101,2024-01-16 14:52:27,,,,No
EMAIL1608,user178@company.com,CAMP102,2024-01-07 20:58:21,,,No,Yes
EMAIL1409,user178@company.com,CAMP102,2024-01-13 10:00:00,,,Yes,No
EMAIL1678,user178@company.com,CAMP103,2024-01-03 22:24:07,,,Yes,Yes
EMAIL1860,user178@gmail.com,CAMP103,2024-01-20 22:52:30,2024-01-20 22:52:30,2024-01-20 22:52:30,Yes,No
EMAIL1394,user178@outlook.com,CAMP101,2024-01-06 23:46:02,,,Yes,No
EMAIL1580,user178@outlook.com,CAMP102,2024-01-20 03:47:40,,,Yes,Yes
EMAIL1388,user178@yahoo.com,CAMP101,2024-01-25 12:41:47,2024-01-25 12:41:47,2024-01-25 12:41:47,Yes,No
EMAIL1689,user179@company.com,CAMP102,2024-01-15 16:53:51,,,,Yes
EMAIL1698,user179@company.com,CAMP102,2024-01-29 11:12:42,,,Yes,No
EMAIL1049,user179@company.com,CAMP103,2024-01-23 03:04:40,,,,No
EMAIL1331,user179@gmail.com,CAMP102,2024-01-13 06:38:06,,,,Yes
EMAIL1261,user179@gmail.com,CAMP103,2024-01-11 11:30:56,2024-01-11 11:30:56,2024-01-11 11:30:56,No,No
EMAIL1118,user179@outlook.com,CAMP103,2024-01-05 09:20:56,,,No,Yes
EMAIL1293,user179@yahoo.com,CAMP102,2024-01-10 08:47:04,,,Yes,Yes
EMAIL1432,user17@company.com,CAMP101,2024-01-30 09:04:22,,,,Yes
EMAIL1104,user17@company.com,CAMP103,2024-01-15 12:36:12,,,,No
EMAIL1373,user17@gmail.com,CAMP101,2024-01-10 14:23:17,,,No,Yes
EMAIL1449,user17@outlook.com,CAMP102,2024-01-18 21:40:34,2024-01-18 21:40:34,2024-01-18 21:40:34,No,Yes
EMAIL1855,user17@outlook.com,CAMP103,2024-01-01 23:04:27,,,Yes,Yes
EMAIL1981,user180@company.com,CAMP101,2024-01-09 10:22:18,,,,Yes
EMAIL1347,user180@gmail.com,CAMP102,2024-01-20 07:54:01,,,No,Yes
EMAIL1796,user180@gmail.com,CAMP103,2024-01-06 02:56:09,2024-01-06 02:56:09,2024-01-06 02:56:09,Yes,No
EMAIL1209,user180@yahoo.com,CAMP101,2024-01-09 13:07:58,,,,Yes
EMAIL1618,user180@yahoo.com,CAMP102,2024-01-08 06:35:21,2024-01-08 06:35:21,2024-01-08 06:35:21,Yes,Yes
EMAIL1362,user181@gmail.com,CAMP101,2024-01-09 23:46:03,,,No,No
EMAIL1561,user181@gmail.com,CAMP102,2024-01-25 02:08:35,,,No,Yes
EMAIL1138,user181@outlook.com,CAMP102,2024-01-24 21:47:26,2024-01-24 21:47:26,,,No
EMAIL1296,user181@outlook.com,CAMP102,2024-01-26 10:33:47,2024-01-26 10:33:47,2024-01-26 10:33:47,Yes,No
EMAIL1778,user181@outlook.com,CAMP102,2024-01-29 20:20:12,2024-01-29 20:20:12,2024-01-29 20:20:12,Yes,No
EMAIL1179,user181@yahoo.com,CAMP103,2024-01-08 11:35:31,,,,No
EMAIL1875,user182@gmail.com,CAMP102,2024-01-26 00:15:45,,,Yes,Yes
EMAIL1033,user182@outlook.com,CAMP102,2024-01-04 07:07:07,,,Yes,No
EMAIL1609,user182@yahoo.com,CAMP101,2024-01-21 07:33:25,2024-01-21 07:33:25,2024-01-21 07:33:25,No,No
EMAIL1782,user183@gmail.com,CAMP101,2024-01-08 20:06:09,2024-01-08 20:06:09,2024-01-08 20:06:09,No,Yes
EMAIL1467,user183@gmail.com,CAMP103,2024-01-20 08:22:53,2024-01-20 08:22:53,2024-01-20 08:22:53,Yes,No
EMAIL1886,user183@outlook.com,CAMP101,2024-01-05 19:15:50,,,No,No
EMAIL1116,user183@outlook.com,CAMP101,2024-01-12 04:31:35,2024-01-12 04:31:35,2024-01-12 04:31:35,,Yes
EMAIL1041,user184@gmail.com,CAMP102,2024-01-10 00:17:54,2024-01-10 00:17:54,,No,Yes
EMAIL1197,user185@gmail.com,CAMP101,2024-01-21 07:10:29,,,,Yes
EMAIL1115,user185@gmail.com,CAMP103,2024-01-13 07:08:24,2024-01-13 07:08:24,,No,No
EMAIL1391,user185@outlook.com,CAMP101,2024-01-04 01:41:10,2024-01-04 01:41:10,2024-01-04 01:41:10,No,No
EMAIL1221,user185@outlook.com,CAMP102,2024-01-16 04:41:42,,,No,No
EMAIL1843,user186@company.com,CAMP101,2024-01-23 19:28:40,2024-01-23 19:28:40,2024-01-23 19:28:40,Yes,No
EMAIL1353,user186@gmail.com,CAMP101,2024-01-03 01:22:59,2024-01-03 01:22:59,2024-01-03 01:22:59,Yes,No
EMAIL1210,user186@gmail.com,CAMP101,2024-01-16 17:36:01,2024-01-16 17:36:01,,Yes,No
EMAIL1473,user186@outlook.com,CAMP102,2024-01-18 09:26:26,2024-01-18 09:26:26,,Yes,No
EMAIL1077,user186@yahoo.com,CAMP102,2024-01-25 06:32:46,2024-01-25 06:32:46,2024-01-25 06:32:46,,Yes
EMAIL1326,user186@yahoo.com,CAMP103,2024-01-28 23:40:11,,,Yes,Yes
EMAIL1691,user187@company.com,CAMP103,2024-01-01 04:41:19,,,,Yes
EMAIL1715,user187@gmail.com,CAMP101,2024-01-24 14:55:54,,,,No
EMAIL1172,user187@outlook.com,CAMP101,2024-01-11 06:35:11,,,,Yes
EMAIL1011,user188@company.com,CAMP102,2024-01-15 22:49:44,,,Yes,No
EMAIL1480,user188@company.com,CAMP102,2024-01-30 12:28:49,2024-01-30 12:28:49,2024-01-30 12:28:49,Yes,No
EMAIL1571,user188@yahoo.com,CAMP102,2024-01-09 13:41:32,2024-01-09 13:41:32,2024-01-09 13:41:32,,No
EMAIL1134,user188@yahoo.com,CAMP103,2024-01-12 05:09:11,,,,No
EMAIL1909,user189@company.com,CAMP101,2024-01-23 23:32:26,,,Yes,Yes
EMAIL1647,user189@company.com,CAMP102,2024-01-18 01:15:49,2024-01-18 01:15:49,,Yes,No
EMAIL1511,user189@company.com,CAMP102,2024-01-18 17:43:25,2024-01-18 17:43:25,2024-01-18 17:43:25,Yes,No
EMAIL1918,user189@gmail.com,CAMP102,2024-01-25 03:33:26,,,Yes,No
EMAIL1214,user189@outlook.com,CAMP101,2024-01-25 02:27:17,,,,No
EMAIL1739,user189@outlook.com,CAMP102,2024-01-25 18:46:47,,,Yes,No
EMAIL1865,user189@outlook.com,CAMP103,2024-01-13 06:00:56,,,Yes,No
EMAIL1784,user189@outlook.com,CAMP103,2024-01-16 08:48:51,,,No,Yes
EMAIL1377,user189@yahoo.com,CAMP103,2024-01-25 15:37:00,,,,No
EMAIL1566,user189@yahoo.com,CAMP103,2024-01-26 07:21:24,,,No,Yes
EMAIL1458,user18@company.com,CAMP101,2024-01-15 08:15:43,,,Yes,Yes
EMAIL1241,user18@gmail.com,CAMP102,2024-01-13 13:46:28,,,Yes,Yes
EMAIL1486,user18@gmail.com,CAMP102,2024-01-29 12:18:41,,,Yes,Yes
EMAIL1548,user18@yahoo.com,CAMP102,2024-01-12 15:23:13,,,No,Yes
EMAIL1047,user18@yahoo.com,CAMP102,2024-01-21 11:20:38,2024-01-21 11:20:38,,,No
EMAIL1716,user18@yahoo.com,CAMP103,2024-01-06 21:12:41,,,No,Yes
EMAIL1539,user190@company.com,CAMP101,2024-01-19 21:56:04,,,Yes,No
EMAIL1824,user190@company.com,CAMP103,2024-01-03 05:31:00,,,No,No
EMAIL1445,user190@company.com,CAMP103,2024-01-14 23:57:58,,,Yes,No
EMAIL1808,user190@gmail.com,CAMP101,2024-01-06 12:08:17,,,No,No
EMAIL1563,user190@outlook.com,CAMP102,2024-01-13 00:55:02,2024-01-13 00:55:02,2024-01-13 00:55:02,,Yes
EMAIL1526,user191@company.com,CAMP101,2024-01-04 13:32:20,,,,No
EMAIL1505,user191@company.com,CAMP101,2024-01-07 03:13:57,,,Yes,No
EMAIL1476,user191@company.com,CAMP102,2024-01-13 16:18:04,,,,Yes
EMAIL1455,user191@company.com,CAMP102,2024-01-15 06:41:42,,,Yes,Yes
EMAIL1766,user191@company.com,CAMP103,2024-01-24 20:07:16,2024-01-24 20:07:16,2024-01-24 20:07:16,No,No
EMAIL1963,user191@gmail.com,CAMP102,2024-01-20 00:39:41,,,,Yes
EMAIL1371,user191@gmail.com,CAMP102,2024-01-22 13:00:10,2024-01-22 13:00:10,2024-01-22 13:00:10,Yes,Yes
EMAIL1525,user191@yahoo.com,CAMP102,2024-01-13 09:39:49,,,No,Yes
EMAIL1837,user191@yahoo.com,CAMP103,2024-01-24 20:16:15,,,No,Yes
EMAIL1002,user192@gmail.com,CAMP102,2024-01-07 00:23:25,2024-01-07 00:23:25,,No,No
EMAIL1375,user192@gmail.com,CAMP102,2024-01-25 22:26:59,,,No,No
EMAIL1804,user192@outlook.com,CAMP103,2024-01-08 23:47:37,,,Yes,Yes
EMAIL1822,user192@yahoo.com,CAMP101,2024-01-24 22:34:33,2024-01-24 22:34:33,,Yes,Yes
EMAIL1723,user193@company.com,CAMP103,2024-01-09 00:56:06,2024-01-09 00:56:06,,Yes,Yes
EMAIL1632,user193@company.com,CAMP103,2024-01-17 11:27:07,,,Yes,No
EMAIL1612,user193@company.com,CAMP103,2024-01-21 16:22:35,,,No,No
EMAIL1099,user193@gmail.com,CAMP102,2024-01-09 16:46:04,2024-01-09 16:46:04,,,No
EMAIL1148,user193@gmail.com,CAMP102,2024-01-27 11:39:40,2024-01-27 11:39:40,,No,Yes
EMAIL1885,user193@gmail.com,CAMP103,2024-01-17 08:51:12,,,No,Yes
EMAIL1052,user193@yahoo.com,CAMP102,2024-01-29 21:11:58,2024-01-29 21:11:58,2024-01-29 21:11:58,,No
EMAIL1360,user193@yahoo.com,CAMP103,2024-01-28 00:50:02,,,Yes,Yes
EMAIL1767,user194@company.com,CAMP102,2024-01-01 16:51:13,,,Yes,No
EMAIL1586,user194@company.com,CAMP102,2024-01-18 03:56:09,,,Yes,Yes
EMAIL1255,user194@company.com,CAMP103,2024-01-22 04:40:06,2024-01-22 04:40:06,2024-01-22 04:40:06,,Yes
EMAIL1399,user194@yahoo.com,CAMP102,2024-01-24 03:15:32,,,No,Yes
EMAIL1942,user195@gmail.com,CAMP101,2024-01-27 11:59:44,,,No,Yes
EMAIL1519,user195@gmail.com,CAMP102,2024-01-12 06:58:15,,,Yes,No
EMAIL1814,user195@gmail.com,CAMP102,2024-01-26 10:08:19,,,No,No
EMAIL1731,user195@yahoo.com,CAMP103,2024-01-07 01:43:27,,,No,No
EMAIL1239,user195@yahoo.com,CAMP103,2024-01-19 21:46:53,2024-01-19 21:46:53,,Yes,No
EMAIL1195,user197@gmail.com,CAMP103,2024-01-19 02:57:48,,,No,Yes
EMAIL1495,user197@outlook.com,CAMP101,2024-01-04 10:05:55,2024-01-04 10:05:55,2024-01-04 10:05:55,No,No
EMAIL1046,user197@yahoo.com,CAMP102,2024-01-26 06:39:47,2024-01-26 06:39:47,2024-01-26 06:39:47,Yes,No
EMAIL1983,user198@gmail.com,CAMP103,2024-01-24 19:13:43,2024-01-24 19:13:43,,Yes,Yes
EMAIL1591,user198@yahoo.com,CAMP101,2024-01-07 21:06:33,,,Yes,Yes
EMAIL1405,user198@yahoo.com,CAMP101,2024-01-17 12:38:52,,,No,Yes
EMAIL1531,user199@company.com,CAMP102,2024-01-09 17:22:46,2024-01-09 17:22:46,2024-01-09 17:22:46,Yes,Yes
EMAIL1191,user199@company.com,CAMP103,2024-01-22 21:02:17,,,Yes,No
EMAIL1058,user199@yahoo.com,CAMP101,2024-01-17 10:05:28,,,,No
EMAIL1816,user199@yahoo.com,CAMP103,2024-01-02 01:47:15,2024-01-02 01:47:15,,,Yes
EMAIL1749,user19@company.com,CAMP103,2024-01-05 12:41:08,,,No,No
EMAIL1834,user19@gmail.com,CAMP101,2024-01-10 05:20:54,,,No,No
EMAIL1484,user19@gmail.com,CAMP102,2024-01-01 02:45:15,2024-01-01 02:45:15,2024-01-01 02:45:15,Yes,No
EMAIL1584,user19@gmail.com,CAMP103,2024-01-13 23:24:23,2024-01-13 23:24:23,,Yes,No
EMAIL1056,user19@outlook.com,CAMP101,2024-01-12 18:52:19,,,No,No
EMAIL1407,user19@outlook.com,CAMP102,2024-01-06 21:42:06,,,No,Yes
EMAIL1412,user1@company.com,CAMP101,2024-01-18 01:49:45,,,No,No
EMAIL1958,user1@gmail.com,CAMP101,2024-01-09 10:36:11,,,No,No
EMAIL1302,user1@gmail.com,CAMP103,2024-01-28 09:02:26,,,No,No
EMAIL1401,user1@outlook.com,CAMP103,2024-01-04 17:49:42,,,Yes,No
EMAIL1427,user200@gmail.com,CAMP102,2024-01-05 17:24:47,,,No,No
EMAIL1413,user200@outlook.com,CAMP102,2024-01-12 08:53:52,2024-01-12 08:53:52,,Yes,Yes
EMAIL1961,user200@outlook.com,CAMP102,2024-01-19 09:06:44,,,No,Yes
EMAIL1726,user200@outlook.com,CAMP103,2024-01-13 10:00:00,,,Yes,No
EMAIL1207,user200@yahoo.com,CAMP103,2024-01-25 05:29:42,2024-01-25 05:29:42,2024-01-25 05:29:42,Yes,No
EMAIL1446,user20@outlook.com,CAMP101,2024-01-28 13:39:47,,,Yes,No
EMAIL1237,user20@outlook.com,CAMP102,2024-01-30 02:00:45,,,No,No
EMAIL1089,user20@yahoo.com,CAMP101,2024-01-18 23:15:59,2024-01-18 23:15:59,,Yes,No
EMAIL1529,user21@company.com,CAMP102,2024-01-05 06:33:07,,,Yes,Yes
EMAIL1086,user21@company.com,CAMP103,2024-01-25 05:30:39,,,Yes,Yes
EMAIL1051,user21@gmail.com,CAMP102,2024-01-28 01:51:43,,,Yes,Yes
EMAIL1777,user21@gmail.com,CAMP103,2024-01-01 17:56:26,,,Yes,Yes
EMAIL1366,user21@yahoo.com,CAMP103,2024-01-13 08:35:52,,,Yes,Yes
EMAIL1337,user22@company.com,CAMP101,2024-01-29 14:15:34,2024-01-29 14:15:34,2024-01-29 14:15:34,,Yes
EMAIL1823,user22@gmail.com,CAMP103,2024-01-02 23:45:28,,,Yes,No
EMAIL1395,user22@outlook.com,CAMP103,2024-01-02 23:08:23,,,,No
EMAIL1707,user22@outlook.com,CAMP103,2024-01-16 00:47:01,,,Yes,Yes
EMAIL1769,user22@yahoo.com,CAMP102,2024-01-10 13:58:45,2024-01-10 13:58:45,2024-01-10 13:58:45,,Yes
EMAIL1853,user22@yahoo.com,CAMP102,2024-01-27 00:11:43,,,Yes,No
EMAIL1428,user22@yahoo.com,CAMP103,2024-01-26 20:18:28,,,Yes,Yes
EMAIL1709,user23@gmail.com,CAMP101,2024-01-29 12:17:58,2024-01-29 12:17:58,2024-01-29 12:17:58,Yes,No
EMAIL1904,user23@gmail.com,CAMP101,2024-01-30 23:38:13,,,,Yes
EMAIL1060,user23@outlook.com,CAMP102,2024-01-21 22:13:59,,,No,No
EMAIL1338,user24@company.com,CAMP101,2024-01-28 20:27:17,2024-01-28 20:27:17,,Yes,No
EMAIL1252,user24@company.com,CAMP102,2024-01-13 10:01:12,,,Yes,Yes
EMAIL1893,user24@outlook.com,CAMP101,2024-01-04 14:42:40,,,No,No
EMAIL1532,user24@outlook.com,CAMP103,2024-01-03 15:17:19,,,Yes,No
EMAIL1254,user24@yahoo.com,CAMP102,2024-01-29 17:08:30,,,No,No
EMAIL1320,user25@company.com,CAMP102,2024-01-24 19:58:50,,,,Yes
EMAIL1496,user25@gmail.com,CAMP102,2024-01-02 19:27:10,2024-01-02 19:27:10,2024-01-02 19:27:10,No,No
EMAIL1281,user25@gmail.com,CAMP103,2024-01-17 21:07:57,,,Yes,Yes
EMAIL1434,user25@outlook.com,CAMP102,2024-01-13 05:39:12,,,Yes,Yes
EMAIL1167,user25@yahoo.com,CAMP103,2024-01-25 16:30:26,,,Yes,Yes
EMAIL1936,user26@company.com,CAMP101,2024-01-03 22:48:04,2024-01-03 22:48:04,,Yes,Yes
EMAIL1043,user26@gmail.com,CAMP101,2024-01-19 19:30:34,,,No,No
EMAIL1750,user26@outlook.com,CAMP103,2024-01-01 05:53:17,,,Yes,Yes
EMAIL1065,user26@outlook.com,CAMP103,2024-01-09 12:47:13,,,No,No
EMAIL1227,user26@outlook.com,CAMP103,2024-01-11 00:34:25,,,Yes,Yes
EMAIL1514,user26@outlook.com,CAMP103,2024-01-15 12:19:54,2024-01-15 12:19:54,,Yes,No
EMAIL1891,user27@company.com,CAMP102,2024-01-03 08:21:28,,,Yes,No
EMAIL1492,user27@gmail.com,CAMP101,2024-01-16 03:48:35,,,Yes,No
EMAIL1352,user27@outlook.com,CAMP101,2024-01-18 21:06:32,2024-01-18 21:06:32,2024-01-18 21:06:32,,Yes
EMAIL1123,user28@company.com,CAMP101,2024-01-30 10:58:27,2024-01-30 10:58:27,,No,Yes
EMAIL1801,user28@gmail.com,CAMP103,2024-01-25 00:12:33,,,,No
EMAIL1873,user28@outlook.com,CAMP102,2024-01-06 08:22:05,,,No,Yes
EMAIL1218,user28@outlook.com,CAMP102,2024-01-27 01:57:10,,,Yes,Yes
EMAIL1273,user29@gmail.com,CAMP103,2024-01-11 16:33:09,,,No,Yes
EMAIL1161,user29@gmail.com,CAMP103,2024-01-16 09:11:48,2024-01-16 09:11:48,,Yes,Yes
EMAIL1982,user29@outlook.com,CAMP101,2024-01-21 01:32:57,,,,Yes
